age,diag,region,p_adf,p_kpss,d,order,seasonal,aic,cv_mae,converged,mae_test,rmse_test,cov_total,cov_covid,cov_post,lb_p,status,error
15+,Bronquiolitis,Barcelona Metropolitana Sud,2.566895147169498e-07,0.1,0.0,"(0, 0, 2)","(0, 1, 1, 52)",3431.7223754721253,35.14631955600402,True,45.1079841275357,59.101285553341114,0.9307692307692308,0.8557692307692307,0.9807692307692307,0.2394520077700737,ok,
15+,Bronquiolitis,Camp de Tarragona,0.08423086350823933,0.02441493365390485,1.0,"(0, 1, 2)","(1, 1, 1, 52)",3969.470193928331,72.59951326098289,True,166.2114383952742,227.216880778296,0.9192307692307692,0.9230769230769231,0.9166666666666666,0.68432266471621,ok,
15+,Bronquiolitis,Catalunya Central,2.5196945103003234e-13,0.01,1.0,"(0, 1, 2)","(1, 1, 1, 52)",3796.1950318305735,70.62002145651421,True,110.84104773980613,144.37479682449188,0.8538461538461538,0.8557692307692307,0.8525641025641025,0.5322855890562097,ok,
15+,Bronquiolitis,Girona,2.224157435542571e-30,0.1,0.0,"(0, 0, 2)","(1, 1, 1, 52)",3705.43401669894,54.04033014610461,True,56.394187277698926,84.96467625274909,0.9692307692307692,0.9519230769230769,0.9807692307692307,0.8222165450271475,ok,
15+,Bronquiolitis,Lleida,0.0,0.06510817673060346,0.0,"(0, 0, 2)","(1, 1, 1, 52)",3919.0513854026563,83.5898946484337,True,108.41832223115239,169.02730867475057,0.9692307692307692,0.9711538461538461,0.967948717948718,0.798759034764547,ok,
15+,Bronquiolitis,PenedÃ¨s,0.0,0.1,0.0,"(0, 0, 2)","(0, 1, 1, 52)",4024.872773912845,80.00536842155807,True,96.9639885197732,133.1816473542194,0.9730769230769231,0.9615384615384616,0.9807692307692307,0.6867342047760718,ok,
15+,Bronquiolitis,Terres de l'Ebre,0.0,0.07231283145719325,0.0,"(0, 0, 2)","(0, 1, 1, 52)",3946.9256447938938,96.47037760555999,True,100.30307898261651,125.17192971397564,0.9806949806949807,0.9711538461538461,0.9870967741935484,0.8499494727969832,ok,
15+,COVID-19,Alt Pirineu i Aran,0.0,0.1,0.0,"(0, 0, 0)","(0, 1, 0, 52)",2.0,,True,825.1705990862965,1261.649847146438,0.8949416342412452,0.9306930693069307,0.8717948717948718,,ok,
15+,COVID-19,Barcelona Ciutat,0.4653731444419349,0.1,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,4964.806657546873,10114.796253438448,0.9423076923076923,0.8942307692307693,0.9743589743589743,,ok,
15+,COVID-19,Barcelona Metropolitana Nord,0.3989774382311599,0.1,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,5606.220313297171,11994.57077651338,0.9346153846153846,0.8846153846153846,0.967948717948718,,ok,
15+,COVID-19,Barcelona Metropolitana Sud,0.8876499275091168,0.1,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,3309.894630632374,7079.117208124068,0.9692307692307692,0.9615384615384616,0.9743589743589743,,ok,
15+,COVID-19,Camp de Tarragona,0.02575576205995739,0.041666666666666595,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,1549.8347973270338,3375.2353357767997,1.0,1.0,1.0,,ok,
15+,COVID-19,Catalunya Central,,,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,1966.018837260433,4186.548211468556,1.0,1.0,1.0,,ok,
15+,COVID-19,Girona,1.2159774710507262e-16,0.1,0.0,"(0, 0, 0)","(0, 1, 0, 52)",2.0,,True,2135.370618376049,4282.825436738957,0.592156862745098,0.41414141414141414,0.7051282051282052,,ok,
15+,COVID-19,Lleida,0.3288147810052773,0.1,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,1744.08074285217,3063.434403049523,1.0,1.0,1.0,,ok,
15+,COVID-19,PenedÃ¨s,0.3581362422385601,0.1,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,1111.6124703429966,2374.484632223045,1.0,1.0,1.0,,ok,
15+,COVID-19,Terres de l'Ebre,,,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,777.5196199173369,1614.4660168908085,1.0,1.0,1.0,,ok,
15+,Escarlatina,Alt Pirineu i Aran,0.0,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3365.0156552023677,17.311995639085485,True,32.254387084286826,121.1021534240447,0.9574468085106383,0.9807692307692307,0.9389312977099237,0.9895300428413001,ok,
15+,Escarlatina,Barcelona Ciutat,0.0,0.1,0.0,"(0, 0, 2)","(0, 1, 1, 52)",3680.602144600215,70.9490116571907,True,65.02019552629173,77.6827258397657,0.9845559845559846,1.0,0.9741935483870968,0.29691830765500515,ok,
15+,Escarlatina,Barcelona Metropolitana Nord,0.0,0.09859985479186234,0.0,"(0, 0, 2)","(1, 1, 1, 52)",3667.9589255228,65.67945430089297,True,74.02142641685928,88.86706777139115,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.8372520789429205,ok,
15+,Escarlatina,Barcelona Metropolitana Sud,0.0,0.01,1.0,"(0, 1, 2)","(1, 1, 1, 52)",3563.4046197437215,62.71380660382104,True,65.9390123491726,81.65533476213298,0.9498069498069498,0.9615384615384616,0.9419354838709677,0.4381923989383463,ok,
15+,Escarlatina,Camp de Tarragona,0.0,0.024922600995606784,1.0,"(2, 1, 2)","(0, 1, 1, 52)",3710.137691281987,58.34444316079306,False,76.35672777709257,113.45801144326181,0.9384615384615385,0.9711538461538461,0.9166666666666666,0.8327302785396603,ok,
15+,Escarlatina,Catalunya Central,0.0,0.0914800123383647,0.0,"(0, 0, 2)","(0, 1, 1, 52)",3481.516126996112,61.98061739840327,True,61.089398203711355,115.29060171126905,0.9182879377431906,0.9711538461538461,0.8823529411764706,0.5816783762627777,ok,
15+,Escarlatina,Girona,3.832010101514038e-12,0.1,0.0,"(0, 0, 2)","(0, 1, 1, 52)",3512.525707240895,47.36008571692024,True,55.71035962575413,95.70113342327085,0.9423076923076923,0.9519230769230769,0.9358974358974359,0.28357751917756074,ok,
15+,Escarlatina,Lleida,0.0,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",3715.006105030262,39.07684436864556,True,43.48665660393405,105.4928909620219,0.9615384615384616,0.9807692307692307,0.9487179487179487,0.9862970463944637,ok,
15+,Escarlatina,PenedÃ¨s,2.047936825819498e-30,0.1,0.0,"(1, 0, 2)","(1, 1, 1, 52)",2951.4600204469034,39.08149120396472,True,43.13867874823313,74.86862501712771,0.91015625,0.9711538461538461,0.868421052631579,0.9584225768721071,ok,
15+,Escarlatina,Terres de l'Ebre,5.650021467641172e-29,0.1,0.0,"(0, 0, 2)","(0, 1, 1, 52)",2990.0708578066624,34.55084508747189,True,27.484666785449644,72.09678283453043,0.9556451612903226,0.9903846153846154,0.9305555555555556,0.9823311326715516,ok,
15+,Faringoamigdalitis,Alt Pirineu i Aran,0.14342171134568188,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",3650.563538482673,70.90813888939593,True,119.14482165859127,140.99992379068797,0.8423076923076923,0.7019230769230769,0.9358974358974359,0.1919642107763634,ok,
15+,Faringoamigdalitis,Barcelona Ciutat,0.06696129262837716,0.01,1.0,"(1, 1, 2)","(1, 1, 1, 52)",4247.971549679522,193.39158329284376,False,742.1063063572875,881.886821809924,0.6538461538461539,0.2403846153846154,0.9294871794871795,0.24445143721272347,ok,
15+,Faringoamigdalitis,Barcelona Metropolitana Nord,0.004475313553433712,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",4311.876675961501,232.99753064600787,True,1038.1890994966493,1257.4140872725425,0.6076923076923076,0.19230769230769232,0.8846153846153846,0.15778293641431373,ok,
15+,Faringoamigdalitis,Barcelona Metropolitana Sud,0.022350172302378884,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",4125.1255000900455,174.31636771596993,True,619.3797103207853,787.0429687190889,0.7192307692307692,0.375,0.9487179487179487,0.7451710619361925,ok,
15+,Faringoamigdalitis,Camp de Tarragona,0.14025592474304466,0.01,1.0,"(0, 1, 2)","(1, 1, 1, 52)",3855.399050562879,118.22481999991626,True,505.843137195652,565.2582077063494,0.6576923076923077,0.22115384615384615,0.9487179487179487,0.4130044973337666,ok,
15+,Faringoamigdalitis,Catalunya Central,0.007781742133099657,0.01,1.0,"(2, 1, 2)","(1, 1, 1, 52)",3892.4734542950955,121.9843604437029,False,409.62705900618016,477.13925396040946,0.6846153846153846,0.3173076923076923,0.9294871794871795,0.18047693798780265,ok,
15+,Faringoamigdalitis,Girona,0.00020244475932747842,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",3757.490263815706,110.92870481463812,False,362.79860233055336,442.943159691094,0.5884615384615385,0.21153846153846154,0.8397435897435898,0.7174852694466082,ok,
15+,Faringoamigdalitis,Lleida,0.03192670145358282,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",3726.306766403183,77.12337641699304,False,392.43223915696774,436.57323253434316,0.6153846153846154,0.23076923076923078,0.8717948717948718,0.123806476362925,ok,
15+,Faringoamigdalitis,PenedÃ¨s,0.0033306757531192826,0.01,1.0,"(1, 1, 2)","(1, 1, 1, 52)",3744.807072878667,80.39865672240437,True,227.67240275258663,280.89550073444224,0.6307692307692307,0.27884615384615385,0.8653846153846154,0.28903690275964117,ok,
15+,Faringoamigdalitis,Terres de l'Ebre,0.01174239936197349,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",3620.9084561014815,57.15905558344875,True,208.2170232455784,245.91337187815375,0.676923076923077,0.2692307692307692,0.9487179487179487,0.3235174719937256,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Alt Pirineu i Aran,0.006949457759491727,0.01,1.0,"(0, 1, 2)","(1, 1, 1, 52)",4027.965987207052,97.59574969986767,True,135.28381696497794,180.01997547120905,0.9076923076923077,0.8461538461538461,0.9487179487179487,0.3926053769991108,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Barcelona Ciutat,0.6431302342868546,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",3372.771423950081,49.82521565682342,False,147.45881551010768,175.76913283773678,0.49230769230769234,0.17307692307692307,0.7051282051282052,0.2445036553860254,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Barcelona Metropolitana Nord,0.2068325479892083,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",3445.3789300959397,48.486970530639994,True,237.30203557023927,268.15341638663654,0.5153846153846153,0.23076923076923078,0.7051282051282052,0.9531276715718299,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Barcelona Metropolitana Sud,0.5161176684868171,0.01,1.0,"(0, 1, 2)","(0, 1, 1, 52)",3402.1036620234963,58.38695333008828,True,214.17993687790033,246.02407789089366,0.6230769230769231,0.15384615384615385,0.9358974358974359,0.9957246423564514,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Camp de Tarragona,0.8917731171619735,0.01,1.0,"(0, 1, 2)","(0, 1, 1, 52)",3448.749677890678,42.097884751438585,True,93.93907794368458,115.26870975725696,0.7076923076923077,0.4326923076923077,0.8910256410256411,0.6723369568640998,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Catalunya Central,0.6619991519932544,0.01,1.0,"(0, 1, 2)","(0, 1, 1, 52)",3516.6515138462437,64.6961661735838,True,140.4536276237733,165.50309760363845,0.5807692307692308,0.19230769230769232,0.8397435897435898,0.9194173553212409,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Girona,0.43796104410956394,0.01,1.0,"(0, 1, 2)","(0, 1, 1, 52)",3233.1353363252765,37.1863584023405,True,116.4854380822541,138.2129150703872,0.4576923076923077,0.18269230769230768,0.6410256410256411,0.848379862221461,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Lleida,0.22487708026998948,0.01,1.0,"(2, 1, 2)","(1, 1, 1, 52)",3478.5887861815636,51.21802637274561,True,90.14484644308014,105.78722022959937,0.7307692307692307,0.5384615384615384,0.8589743589743589,0.916254501129157,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,PenedÃ¨s,0.25110853361205765,0.01,1.0,"(0, 1, 2)","(1, 1, 1, 52)",3277.6244145946876,31.538366538163743,True,70.79432383299823,87.32553968242834,0.7269230769230769,0.5288461538461539,0.8589743589743589,0.6146243157952047,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Terres de l'Ebre,0.05838257722643261,0.01,1.0,"(1, 1, 2)","(1, 1, 1, 52)",3583.107842293247,53.633557466193345,False,67.7669840409819,90.09819925077875,0.9461538461538461,0.8846153846153846,0.9871794871794872,0.190782506859017,ok,
15+,Grip,Alt Pirineu i Aran,2.3119390707843e-08,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4266.87632916601,154.5968242750159,False,180.85570149565783,228.8197661498039,0.95,0.9134615384615384,0.9743589743589743,0.7204488021547651,ok,
15+,Grip,Barcelona Ciutat,4.0539550563311014e-09,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4359.323623999786,313.9421203941095,True,517.0085840532942,823.0157826020444,0.9038461538461539,0.9038461538461539,0.9038461538461539,0.19630953458265762,ok,
15+,Grip,Barcelona Metropolitana Nord,9.687669300455782e-09,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4512.737586977551,414.70165648392117,True,643.28609225323,1016.1943236205781,0.9115384615384615,0.9134615384615384,0.9102564102564102,0.9946837817570896,ok,
15+,Grip,Barcelona Metropolitana Sud,2.025520370750708e-08,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4289.0760623151255,271.38229894524255,True,348.9600315711388,587.3420619811619,0.9076923076923077,0.9038461538461539,0.9102564102564102,0.285689423119784,ok,
15+,Grip,Camp de Tarragona,2.2834342542737805e-11,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4189.807142634329,231.15797497881792,True,238.87665001300513,361.75188009897016,0.9115384615384615,0.9423076923076923,0.8910256410256411,0.7934317876813666,ok,
15+,Grip,Catalunya Central,1.4720246007262162e-08,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4318.40207971601,232.0355823148047,True,270.1713155724202,439.9677392269437,0.9192307692307692,0.9038461538461539,0.9294871794871795,0.8411620915234069,ok,
15+,Grip,Girona,7.523119781780125e-12,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4095.1024245026424,227.22868334738558,True,246.1401306564986,429.0754395360978,0.9038461538461539,0.9134615384615384,0.8974358974358975,0.9909443350180601,ok,
15+,Grip,Lleida,2.005709458869862e-10,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4358.93721242234,152.33661394450345,True,186.66056626167068,298.3652365671078,0.9384615384615385,0.9326923076923077,0.9423076923076923,0.9959885352077502,ok,
15+,Grip,PenedÃ¨s,2.986369954167903e-08,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3910.755721561355,106.01414549213908,True,166.41281548506097,242.79474478058808,0.9115384615384615,0.9038461538461539,0.9166666666666666,0.9036455739985568,ok,
15+,Grip,Terres de l'Ebre,1.5395599243330215e-09,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4036.108837108253,121.37261793773769,True,128.77327876102288,192.3079524336888,0.9230769230769231,0.9134615384615384,0.9294871794871795,0.14870453555659827,ok,
15+,Impetigen,Alt Pirineu i Aran,0.0,0.01,1.0,"(0, 1, 1)","(0, 1, 1, 52)",4372.418618968173,215.5977441355961,True,215.83226970154556,280.8508523426972,0.9384615384615385,0.9230769230769231,0.9487179487179487,0.3551343687101576,ok,
15+,Impetigen,Barcelona Ciutat,2.041987106923566e-30,0.026310067574094483,1.0,"(0, 1, 2)","(1, 1, 1, 52)",3173.592047660621,28.366914967278383,True,32.754409042649186,43.394381543420096,0.9538461538461539,0.9615384615384616,0.9487179487179487,0.961237162068846,ok,
15+,Impetigen,Barcelona Metropolitana Nord,0.0,0.0332897843369122,1.0,"(0, 1, 2)","(0, 1, 1, 52)",3218.8643016313285,32.16092152892436,True,52.59410690519898,70.18200703832198,0.8192307692307692,0.9807692307692307,0.7115384615384616,0.9695767278221208,ok,
15+,Impetigen,Barcelona Metropolitana Sud,0.0,0.01,1.0,"(0, 1, 2)","(1, 1, 1, 52)",3469.0051477786337,31.45824138656666,True,33.70382564124644,43.20093590868836,0.9846153846153847,0.9807692307692307,0.9871794871794872,0.4405290759472156,ok,
15+,Impetigen,Camp de Tarragona,0.0,0.038709032361842186,1.0,"(2, 1, 2)","(0, 1, 1, 52)",3644.377138652926,51.24500292139316,True,47.4905399161963,88.8178862337336,0.9961538461538462,0.9903846153846154,1.0,0.9183992984671047,ok,
15+,Impetigen,Catalunya Central,7.844689717389479e-05,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",3923.70671395192,74.3983037565806,False,75.35751541630032,109.4587756122292,0.9576923076923077,0.9134615384615384,0.9871794871794872,0.7333380306468023,ok,
15+,Impetigen,Girona,0.0,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3151.310353519385,26.16477227721028,False,31.722020645276153,40.33495006368734,0.9576923076923077,0.9519230769230769,0.9615384615384616,0.6969463994529572,ok,
15+,Impetigen,Lleida,0.0,0.021433854101631556,1.0,"(0, 1, 2)","(1, 1, 1, 52)",4120.464240045432,102.41480901956278,True,111.68920652962719,159.2876370074264,0.9692307692307692,0.9326923076923077,0.9935897435897436,0.6893534998095385,ok,
15+,Impetigen,PenedÃ¨s,3.4809685508050314e-30,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3760.5785002602533,59.30297791300258,False,44.793945406072496,68.23788482854069,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.41653442964755394,ok,
15+,Impetigen,Terres de l'Ebre,1.3775111410825354e-15,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",3912.5082582251425,101.7251250299287,True,80.25363584128021,106.53227119441576,0.9807692307692307,0.9615384615384616,0.9935897435897436,0.47015204402086075,ok,
15+,PneumÃ²nia,Alt Pirineu i Aran,1.6575431161180688e-13,0.1,0.0,"(2, 0, 2)","(1, 1, 1, 52)",4100.850868898404,106.85006183178308,False,109.38059028182006,154.9722101538206,0.9615384615384616,0.9230769230769231,0.9871794871794872,0.9634164679729662,ok,
15+,PneumÃ²nia,Barcelona Ciutat,0.0004408407786805097,0.08058380160912156,0.0,"(1, 0, 2)","(0, 1, 1, 52)",3393.927742832666,55.566537815629076,True,139.14787979575064,244.76328089301768,0.6653846153846154,0.7596153846153846,0.6025641025641025,0.5539260638110822,ok,
15+,PneumÃ²nia,Barcelona Metropolitana Nord,0.00011875654413883889,0.1,0.0,"(1, 0, 2)","(1, 1, 1, 52)",3511.7516589653687,56.992948538090154,True,174.42338116222382,246.39862061128616,0.5653846153846154,0.7211538461538461,0.46153846153846156,0.5772201166496058,ok,
15+,PneumÃ²nia,Barcelona Metropolitana Sud,2.9463646411875025e-05,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3372.177824893388,45.54161264749244,False,94.84359402368648,172.07230606908595,0.7730769230769231,0.8173076923076923,0.7435897435897436,0.28469668646244756,ok,
15+,PneumÃ²nia,Camp de Tarragona,1.8773228111197782e-10,0.1,0.0,"(1, 0, 2)","(1, 1, 1, 52)",3398.142030178863,41.21885717005608,True,48.08079311222216,61.39451689324366,0.9384615384615385,0.9423076923076923,0.9358974358974359,0.8291151728641297,ok,
15+,PneumÃ²nia,Catalunya Central,4.4013482905176007e-07,0.1,0.0,"(1, 0, 1)","(0, 1, 1, 52)",3473.1790926572194,42.81705987047588,True,64.30289345428758,89.41720974419503,0.8384615384615385,0.875,0.8141025641025641,0.41175885515493915,ok,
15+,PneumÃ²nia,Girona,2.0536931975702346e-05,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3171.5614452110385,33.85265716475853,True,49.28247861660737,64.4135403958326,0.8269230769230769,0.875,0.7948717948717948,0.8907852439934868,ok,
15+,PneumÃ²nia,Lleida,1.6648375256005977e-05,0.017955067431357927,1.0,"(1, 1, 2)","(0, 1, 1, 52)",3251.3061499051214,34.64629857793987,True,44.74505052931285,57.46949607131711,0.85,0.8365384615384616,0.8589743589743589,0.05679253805665338,ok,
15+,PneumÃ²nia,PenedÃ¨s,4.535608092489892e-07,0.1,0.0,"(1, 0, 2)","(1, 1, 1, 52)",3313.3799828161045,35.00549767621454,True,35.48471401024888,46.19233401092281,0.9730769230769231,0.9519230769230769,0.9871794871794872,0.8048595661774021,ok,
15+,PneumÃ²nia,Terres de l'Ebre,0.0016186305279694247,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",3455.542281403157,40.41479750426379,False,36.559752172142026,46.00423418864008,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.008266895420662869,ok,
