age,diag,region,p_adf,p_kpss,d,order,seasonal,aic,cv_mae,converged,mae_test,rmse_test,cov_total,cov_covid,cov_post,lb_p,status,error
15+,Bronquiolitis,Barcelona Metropolitana Sud,4.715033861587302e-17,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3323.51710009011,34.30393992742752,True,39.76645574489661,49.29241274360526,0.95,0.9230769230769231,0.967948717948718,0.7816939028751971,ok,
15+,Bronquiolitis,Camp de Tarragona,0.0003270632098391207,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",3899.681774872333,64.41143800188256,True,90.2852026749127,182.2181667851848,0.9615384615384616,0.9711538461538461,0.9551282051282052,0.10080858809467425,ok,
15+,Bronquiolitis,Catalunya Central,0.0,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",3716.2390636972755,64.69727392038702,True,75.61482215802867,93.96367744733783,0.95,0.9519230769230769,0.9487179487179487,0.931569581927843,ok,
15+,Bronquiolitis,Girona,4.243606681249666e-12,0.1,0.0,"(0, 0, 2)","(1, 1, 1, 52)",3629.5907950417104,52.09788370902381,True,49.45936129149953,75.47535511484081,0.9730769230769231,0.9807692307692307,0.967948717948718,0.5368024048835778,ok,
15+,Bronquiolitis,Lleida,3.4024324177816215e-26,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3773.2678520681507,71.89678987564272,False,93.30153005745542,167.24792037415565,0.9423076923076923,0.9230769230769231,0.9551282051282052,0.9106212893923932,ok,
15+,Bronquiolitis,PenedÃ¨s,3.890675591427383e-17,0.06215370087396035,0.0,"(1, 0, 2)","(1, 1, 1, 52)",3875.9310108011755,94.43483286391357,True,86.48228897518761,120.458504831155,0.9846153846153847,0.9615384615384616,1.0,0.9026430906531641,ok,
15+,Bronquiolitis,Terres de l'Ebre,4.2164164802213403e-23,0.027425106356725525,1.0,"(1, 1, 2)","(0, 1, 1, 52)",3660.2177826715088,80.02031582237647,True,70.29794428126611,89.33443575989963,0.972972972972973,0.9423076923076923,0.9935483870967742,0.9784446717899249,ok,
15+,COVID-19,Alt Pirineu i Aran,,,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,634.5942427285793,1058.6184435208625,1.0,1.0,1.0,,ok,
15+,COVID-19,Barcelona Ciutat,0.4653731444419349,0.1,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,4964.806657546873,10114.796253438448,0.9423076923076923,0.8942307692307693,0.9743589743589743,,ok,
15+,COVID-19,Barcelona Metropolitana Nord,0.0020841957655588082,0.041666666666666734,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,5604.843600670764,11992.604285496222,0.9346153846153846,0.8846153846153846,0.967948717948718,,ok,
15+,COVID-19,Barcelona Metropolitana Sud,0.8876499275091168,0.1,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,3309.894630632374,7079.117208124068,0.9692307692307692,0.9615384615384616,0.9743589743589743,,ok,
15+,COVID-19,Camp de Tarragona,0.03492781177000048,0.07244229837348509,0.0,"(0, 0, 0)","(0, 1, 0, 52)",2.0,,True,1814.43492492848,3538.931218075039,0.6941176470588235,0.6565656565656566,0.717948717948718,,ok,
15+,COVID-19,Catalunya Central,,,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,1966.018837260433,4186.548211468556,1.0,1.0,1.0,,ok,
15+,COVID-19,Girona,0.0115714746513544,0.04166666666666703,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,1939.5345486261924,4191.476082764971,0.9923076923076923,1.0,0.9871794871794872,,ok,
15+,COVID-19,Lleida,0.4946950596123527,0.1,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,1357.2613844119944,2840.1451354080396,1.0,1.0,1.0,,ok,
15+,COVID-19,PenedÃ¨s,0.3581362422385601,0.1,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,1111.6124703429966,2374.484632223045,1.0,1.0,1.0,,ok,
15+,COVID-19,Terres de l'Ebre,,,1.0,"(0, 1, 0)","(0, 1, 0, 52)",2.0,,True,776.5179279277008,1614.3686277993759,1.0,1.0,1.0,,ok,
15+,Escarlatina,Alt Pirineu i Aran,0.07240008066027324,0.04551311148768288,1.0,"(1, 1, 2)","(0, 1, 1, 52)",2709.069569337586,48.72073037022759,True,211.96173772121583,231.84478093271727,0.948936170212766,0.8846153846153846,1.0,0.9999997896026683,ok,
15+,Escarlatina,Barcelona Ciutat,2.3865787975394825e-10,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3100.7177441702397,35.27018885512206,True,38.804758391833396,50.17512939955516,0.9806949806949807,1.0,0.967741935483871,0.8796799123873833,ok,
15+,Escarlatina,Barcelona Metropolitana Nord,8.980346604667743e-05,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3253.961708185122,35.035025832759196,True,44.459396230431516,54.508304958672085,0.9769230769230769,0.9807692307692307,0.9743589743589743,0.6927093966811415,ok,
15+,Escarlatina,Barcelona Metropolitana Sud,1.9283147933984927e-12,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",2944.691767965591,40.34064266142062,True,43.860626251844195,58.901001728974,0.9613899613899614,0.9519230769230769,0.967741935483871,0.8429186402885609,ok,
15+,Escarlatina,Camp de Tarragona,4.713336698734693e-06,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",3152.26970541199,105.33998003170365,True,117.14744891063683,164.2872158163727,0.8807692307692307,0.8173076923076923,0.9230769230769231,0.25361153695267796,ok,
15+,Escarlatina,Catalunya Central,0.00011454404084127056,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",2854.604576229325,58.37687612435455,True,74.02714494820557,112.72810891330364,0.9610894941634242,1.0,0.934640522875817,0.9375510043127281,ok,
15+,Escarlatina,Girona,3.6895644873401886e-06,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",2987.0235724231898,55.67660821609981,True,112.33559400124794,123.64431390563708,0.8653846153846154,0.8557692307692307,0.8717948717948718,0.2820665981733688,ok,
15+,Escarlatina,Lleida,1.3079322909843873e-05,0.1,0.0,"(1, 0, 2)","(1, 1, 1, 52)",3304.7052496672077,93.46642899469353,True,123.15272667837786,168.83043124422568,0.9346153846153846,0.9615384615384616,0.9166666666666666,0.9877451655837601,ok,
15+,Escarlatina,PenedÃ¨s,0.009319032850491894,0.050392698226574446,0.0,"(2, 0, 1)","(0, 1, 1, 52)",2432.8146624857004,46.494486436551185,True,44.91003439433139,56.45788998611921,0.99609375,0.9903846153846154,1.0,0.8804302259889862,ok,
15+,Escarlatina,Terres de l'Ebre,0.008155193503549901,0.1,0.0,"(2, 0, 0)","(0, 1, 1, 52)",1984.4183302434585,88.62127560969178,True,89.05214897015227,102.56708942941312,0.9758064516129032,0.9519230769230769,0.9930555555555556,0.3019996905384167,ok,
15+,Faringoamigdalitis,Alt Pirineu i Aran,0.14342171134568094,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",3650.563537183879,70.72168791104062,False,119.15104268689309,141.0047914692533,0.8423076923076923,0.7019230769230769,0.9358974358974359,0.19180919444316707,ok,
15+,Faringoamigdalitis,Barcelona Ciutat,0.0669612926283769,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",4248.171575637528,193.0353226198422,True,722.1920822406398,865.358151656568,0.6730769230769231,0.25,0.9551282051282052,0.41484799926724175,ok,
15+,Faringoamigdalitis,Barcelona Metropolitana Nord,0.004475313553433703,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",4311.876675962229,232.99685138333535,True,1038.189154432634,1257.4141356111227,0.6076923076923076,0.19230769230769232,0.8846153846153846,0.15778281970045416,ok,
15+,Faringoamigdalitis,Barcelona Metropolitana Sud,0.022350172302378825,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",4125.125501079999,174.317498069437,True,619.4217600734047,787.0755525468683,0.7192307692307692,0.375,0.9487179487179487,0.7451968086668141,ok,
15+,Faringoamigdalitis,Camp de Tarragona,0.14025592474304455,0.01,1.0,"(0, 1, 2)","(1, 1, 1, 52)",3855.3990505628844,118.2248205258407,True,505.84313933698206,565.2582095907039,0.6576923076923077,0.22115384615384615,0.9487179487179487,0.4130044958828522,ok,
15+,Faringoamigdalitis,Catalunya Central,0.007781742133099639,0.01,1.0,"(1, 1, 2)","(1, 1, 1, 52)",3888.194290216361,123.8921698452003,True,399.61304991958957,468.97152608750207,0.7038461538461539,0.3557692307692308,0.9358974358974359,0.16006699864366228,ok,
15+,Faringoamigdalitis,Girona,0.000202444759327479,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",3757.4804470476956,110.98578766351321,False,363.9040047000989,443.82093850444164,0.5884615384615385,0.21153846153846154,0.8397435897435898,0.7233952559565351,ok,
15+,Faringoamigdalitis,Lleida,0.03192670145358282,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",3726.169065892882,78.00638774283215,True,386.32555660869383,431.30137963123354,0.6230769230769231,0.23076923076923078,0.8846153846153846,0.07472975577874422,ok,
15+,Faringoamigdalitis,PenedÃ¨s,0.0033306757531192913,0.01,1.0,"(1, 1, 2)","(1, 1, 1, 52)",3744.8038974804194,81.78260718685603,True,227.65138221617065,280.87858201294506,0.6307692307692307,0.27884615384615385,0.8653846153846154,0.28909653216612713,ok,
15+,Faringoamigdalitis,Terres de l'Ebre,0.01174239936197346,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",3620.908458406406,57.159349331608205,True,208.22289820409938,245.91955691132384,0.676923076923077,0.2692307692307692,0.9487179487179487,0.3236061141079901,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Alt Pirineu i Aran,0.0,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4018.5199868198833,92.3241804242762,False,121.46052369294017,165.4147072536746,0.9230769230769231,0.8846153846153846,0.9487179487179487,0.7262527807605625,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Barcelona Ciutat,0.6431302342868543,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",3373.008464701502,49.834961280235376,False,147.49422428780116,175.82546007498763,0.49230769230769234,0.17307692307692307,0.7051282051282052,0.24917632684926602,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Barcelona Metropolitana Nord,0.20683254798920808,0.01,1.0,"(0, 1, 2)","(0, 1, 1, 52)",3443.5483058052255,48.68787894567076,True,237.9673397590328,268.6795630511004,0.49230769230769234,0.2403846153846154,0.6602564102564102,0.9505015032957523,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Barcelona Metropolitana Sud,0.5161176684868168,0.01,1.0,"(0, 1, 2)","(0, 1, 1, 52)",3402.1036620234872,58.386953147811155,True,214.179937520479,246.02407848302215,0.6230769230769231,0.15384615384615385,0.9358974358974359,0.9957246424068291,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Camp de Tarragona,0.89849785155047,0.01,1.0,"(1, 1, 2)","(0, 1, 1, 52)",3447.6464557100862,41.93137614601256,True,93.56334804374409,114.41474370643725,0.7115384615384616,0.4423076923076923,0.8910256410256411,0.857532964127787,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Catalunya Central,0.6619991519932535,0.01,1.0,"(0, 1, 2)","(0, 1, 1, 52)",3516.6515138462682,64.69616606104589,True,140.45362762825619,165.50309760705005,0.5807692307692308,0.19230769230769232,0.8397435897435898,0.9194173595753655,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Girona,0.437961044109565,0.01,1.0,"(2, 1, 2)","(0, 1, 1, 52)",3233.9032159572193,37.14431384342199,False,116.10683566084016,137.57668458261,0.45384615384615384,0.18269230769230768,0.6346153846153846,0.9599947806016437,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Lleida,0.2529906496481543,0.01,1.0,"(2, 1, 2)","(1, 1, 1, 52)",3475.5010062399674,51.57075692080438,True,90.57841740582123,106.19151413523238,0.7307692307692307,0.5288461538461539,0.8653846153846154,0.9235300230924638,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,PenedÃ¨s,0.11953455532529966,0.01,1.0,"(1, 1, 2)","(1, 1, 1, 52)",3262.9026704766993,31.87415731255914,True,71.06239764593307,87.53754335978853,0.6961538461538461,0.5,0.8269230769230769,0.5744997912816207,ok,
15+,Faringoamigdalitis estreptocÃ²ccica,Terres de l'Ebre,7.483658711504709e-05,0.01,1.0,"(0, 1, 2)","(0, 1, 1, 52)",3535.0907040292805,53.33375899031595,True,66.9820840506507,89.67049838764031,0.926923076923077,0.8653846153846154,0.967948717948718,0.14944102473020077,ok,
15+,Grip,Alt Pirineu i Aran,3.0278953447880016e-13,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",3961.409699286321,122.67329285590984,True,150.74709542546304,187.5273543028235,0.9423076923076923,0.9230769230769231,0.9551282051282052,0.9127992516269425,ok,
15+,Grip,Barcelona Ciutat,4.0539550563311014e-09,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4359.3236239996895,313.94212185878484,True,516.222623896581,822.9339061927218,0.9038461538461539,0.9038461538461539,0.9038461538461539,0.1963095235723072,ok,
15+,Grip,Barcelona Metropolitana Nord,9.687669300455782e-09,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4512.737586977444,414.7016559759819,True,641.3917070764516,1016.0289711569013,0.9115384615384615,0.9134615384615384,0.9102564102564102,0.9946837808711753,ok,
15+,Grip,Barcelona Metropolitana Sud,1.7135648283525567e-08,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4284.786544754319,270.41977319969135,True,343.3578996191918,586.3945040162204,0.9076923076923077,0.9038461538461539,0.9102564102564102,0.31482420505761377,ok,
15+,Grip,Camp de Tarragona,2.5130159028008535e-11,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4103.8627391142945,225.11323995486504,True,230.469592501693,358.879508590452,0.9115384615384615,0.9423076923076923,0.8910256410256411,0.8591285351525715,ok,
15+,Grip,Catalunya Central,1.4713130286996301e-09,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4227.316800465995,201.51140979070078,True,249.7097858452708,431.4410898053047,0.9230769230769231,0.9134615384615384,0.9294871794871795,0.7794110081182726,ok,
15+,Grip,Girona,7.540367823441857e-09,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",4082.2159623337616,225.32818078228271,True,242.9332793132962,428.128200012765,0.9038461538461539,0.9134615384615384,0.8974358974358975,0.9975675271936975,ok,
15+,Grip,Lleida,6.107693157228424e-11,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",4309.074719651297,151.58303991581383,True,180.39463977199722,292.9980819883158,0.9461538461538461,0.9326923076923077,0.9551282051282052,0.5679085810719375,ok,
15+,Grip,PenedÃ¨s,4.51669558279259e-08,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3841.256026916345,102.25787436393287,True,152.97937624519693,234.81592530987692,0.9153846153846154,0.9134615384615384,0.9166666666666666,0.5038156336005811,ok,
15+,Grip,Terres de l'Ebre,1.5420879633290324e-11,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3892.4668729925183,99.88664758294695,True,105.66481769736038,173.94061177937263,0.926923076923077,0.9326923076923077,0.9230769230769231,0.4211514473343654,ok,
15+,Impetigen,Alt Pirineu i Aran,6.415663781468229e-20,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",4158.635856155988,189.08597081260822,True,189.46171776635026,247.35788676271085,0.9346153846153846,0.9134615384615384,0.9487179487179487,0.46462443762136585,ok,
15+,Impetigen,Barcelona Ciutat,0.0,0.09518574678098628,0.0,"(2, 0, 2)","(1, 1, 1, 52)",3136.1203317874615,27.643452522924598,False,35.583134321610046,46.97331785162482,0.8769230769230769,0.9519230769230769,0.8269230769230769,0.919681677411319,ok,
15+,Impetigen,Barcelona Metropolitana Nord,0.0,0.043711895439903815,1.0,"(0, 1, 2)","(0, 1, 1, 52)",3206.3389458337388,32.30230979973759,True,52.67010174181868,70.4410886430851,0.8153846153846154,0.9807692307692307,0.7051282051282052,0.9799412625477956,ok,
15+,Impetigen,Barcelona Metropolitana Sud,0.0,0.1,0.0,"(0, 0, 2)","(0, 1, 1, 52)",3429.1096678862104,29.608366513064666,True,35.24589444776888,45.32116599836434,0.9730769230769231,0.9903846153846154,0.9615384615384616,0.8324246773649531,ok,
15+,Impetigen,Camp de Tarragona,3.392961832681311e-30,0.1,0.0,"(0, 0, 2)","(0, 1, 1, 52)",3603.1001774461706,48.59644865351855,True,45.05663078826237,84.59341314642566,0.9923076923076923,0.9807692307692307,1.0,0.3252361415476564,ok,
15+,Impetigen,Catalunya Central,3.069097905563857e-29,0.1,0.0,"(0, 0, 2)","(0, 1, 1, 52)",3752.2340876464955,65.24162299829023,True,64.4207397538379,94.07128547261308,0.9692307692307692,0.9519230769230769,0.9807692307692307,0.5380352904461521,ok,
15+,Impetigen,Girona,0.0,0.1,0.0,"(0, 0, 2)","(1, 1, 1, 52)",3153.2824021351466,26.49403011646113,True,31.749688906583337,40.368609297777525,0.95,0.9423076923076923,0.9551282051282052,0.7323469307489081,ok,
15+,Impetigen,Lleida,4.427598152889153e-29,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",4082.2271519241535,98.587191947043,True,87.81865355208726,136.03878117171993,0.9730769230769231,0.9423076923076923,0.9935897435897436,0.6991074429505185,ok,
15+,Impetigen,PenedÃ¨s,2.2693467294671707e-30,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",3705.19207034503,56.76700713027003,True,44.182056732595505,65.39447716555686,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.8183682936475797,ok,
15+,Impetigen,Terres de l'Ebre,7.903152667385589e-20,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",3619.3879299817,71.73510791933384,True,58.38622073860384,76.30174075412147,0.9807692307692307,0.9615384615384616,0.9935897435897436,0.9651665050683242,ok,
15+,PneumÃ²nia,Alt Pirineu i Aran,2.36948924248979e-14,0.1,0.0,"(1, 0, 2)","(0, 1, 1, 52)",4064.539571262296,110.5697080751152,False,107.16524086681562,151.00045417596618,0.9653846153846154,0.9326923076923077,0.9871794871794872,0.447921890070069,ok,
15+,PneumÃ²nia,Barcelona Ciutat,0.0004408407786805097,0.08058380160912156,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3395.8974964971594,51.54302551906122,True,139.0384226626356,244.6607809706391,0.6653846153846154,0.7596153846153846,0.6025641025641025,0.5504647874415494,ok,
15+,PneumÃ²nia,Barcelona Metropolitana Nord,0.00011875654413883924,0.1,0.0,"(1, 0, 2)","(1, 1, 1, 52)",3511.7516589653715,56.99295018709935,True,174.42338111026095,246.39862054922835,0.5653846153846154,0.7211538461538461,0.46153846153846156,0.5772201155494661,ok,
15+,PneumÃ²nia,Barcelona Metropolitana Sud,2.9463646411875306e-05,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3372.1794757336465,45.5187964205768,False,94.81463653230769,172.05467358878155,0.7730769230769231,0.8173076923076923,0.7435897435897436,0.28503882036185096,ok,
15+,PneumÃ²nia,Camp de Tarragona,1.8773228111197782e-10,0.1,0.0,"(1, 0, 2)","(1, 1, 1, 52)",3398.1420301822213,41.218856968119866,True,48.08079301172836,61.39451678584881,0.9384615384615385,0.9423076923076923,0.9358974358974359,0.8291151463036384,ok,
15+,PneumÃ²nia,Catalunya Central,4.40134829051765e-07,0.1,0.0,"(1, 0, 1)","(0, 1, 1, 52)",3473.1790926422555,42.68028918941505,True,64.30289525613637,89.41722256089818,0.8384615384615385,0.875,0.8141025641025641,0.4117555918572503,ok,
15+,PneumÃ²nia,Girona,2.0536931975702227e-05,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3171.56144521107,33.852656063200044,True,49.282478627139426,64.41354042143345,0.8269230769230769,0.875,0.7948717948717948,0.8907852413867917,ok,
15+,PneumÃ²nia,Lleida,1.6648375256006076e-05,0.017955067431357927,1.0,"(2, 1, 2)","(0, 1, 1, 52)",3246.2638723511536,34.55700443524611,True,44.241996159811244,56.72594497853393,0.8576923076923076,0.8461538461538461,0.8653846153846154,0.8671641240631545,ok,
15+,PneumÃ²nia,PenedÃ¨s,4.535608092489892e-07,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3309.515002851007,34.985208725694726,False,35.62159684154881,46.34543671640427,0.9730769230769231,0.9519230769230769,0.9871794871794872,0.8123599229246996,ok,
15+,PneumÃ²nia,Terres de l'Ebre,0.0016186305279694115,0.1,0.0,"(2, 0, 2)","(0, 1, 1, 52)",3460.7153419695196,40.3272693982521,False,37.269126572961866,46.55062075304251,0.9884615384615385,0.9903846153846154,0.9871794871794872,0.000531229916145536,ok,
